"pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
402340.143000031,1,98.4000015258789,625,98.4000015258789,0
402340.143000031,1,99,625,99,0
402340.143000031,1,99.5999984741211,625,99.5999984741211,0
402340.143000031,1,100.199996948242,625,100.199996948242,0
402340.143000031,1,100.800003051758,625,100.800003051758,0
402340.143000031,1,101.400001525879,625,101.400001525879,0
402340.143000031,1,102,625,102,0
402340.143000031,1,102.599998474121,625,102.599998474121,0
402340.143000031,1,103.199996948242,625,103.199996948242,0
402340.143000031,1,103.800003051758,625,103.800003051758,0
368386.590616847,1,104.400001525879,625,104.400001525879,0
368386.590616847,1,105,625,105,0
368386.590616847,1,105.599998474121,625,105.599998474121,0
376090.53200107,1,106.199996948242,625,106.199996948242,0
376090.53200107,1,106.800003051758,625,106.800003051758,0
376090.53200107,1,107.400001525879,625,107.400001525879,0
423456.061992201,1,108,625,108,0
423456.061992201,1,108.599998474121,625,108.599998474121,0
423456.061992201,1,109.199996948242,625,109.199996948242,0
423456.061992201,1,109.800003051758,625,109.800003051758,0
423456.061992201,1,110.400001525879,625,110.400001525879,0
423456.061992201,1,111,625,111,0
423456.061992201,1,111.599998474121,625,111.599998474121,0
423456.061992201,1,112.199996948242,625,112.199996948242,0
423456.061992201,1,112.800003051758,625,112.800003051758,0
423456.061992201,1,113.400001525879,625,113.400001525879,0
423456.061992201,1,114,625,114,0
423456.061992201,1,114.599998474121,625,114.599998474121,0
423456.061992201,1,115.199996948242,625,115.199996948242,0
423456.061992201,1,115.800003051758,625,115.800003051758,0
423456.061992201,1,116.400001525879,625,116.400001525879,0
423456.061992201,1,117,625,117,0
423456.061992201,1,117.599998474121,625,117.599998474121,0
423456.061992201,1,118.199996948242,625,118.199996948242,0
423456.061992201,1,118.800003051758,625,118.800003051758,0
419691.849446475,1,119.400001525879,625,119.400001525879,0
419691.849446475,1,120,625,120,0
419691.849446475,1,120.599998474121,625,120.599998474121,0
419691.849446475,1,121.199996948242,625,121.199996948242,0
419691.849446475,1,121.800003051758,625,121.800003051758,0
419691.849446475,1,122.400001525879,625,122.400001525879,0
419691.849446475,1,123,625,123,0
419691.849446475,1,123.599998474121,625,123.599998474121,0
419691.849446475,1,124.199996948242,625,124.199996948242,0
419691.849446475,1,124.800003051758,625,124.800003051758,0
419691.849446475,1,125.400001525879,625,125.400001525879,0
454228.074752067,1,126,625,126,0
454228.074752067,1,126.599998474121,625,126.599998474121,0
454228.074752067,1,127.199996948242,625,127.199996948242,0
454228.074752067,1,127.800003051758,625,127.800003051758,0
454228.074752067,1,128.399993896484,625,128.399993896484,0
454228.074752067,1,129,625,129,0
454228.074752067,1,129.600006103516,625,129.600006103516,0
454228.074752067,1,130.199996948242,625,130.199996948242,0
454228.074752067,1,130.800003051758,625,130.800003051758,0
441944.936924539,1,131.399993896484,625,131.399993896484,0
441944.936924539,1,132,625,132,0
441944.936924539,1,132.600006103516,625,132.600006103516,0
441944.936924539,1,133.199996948242,625,133.199996948242,0
441944.936924539,1,133.800003051758,625,133.800003051758,0
441944.936924539,1,134.399993896484,625,134.399993896484,0
441944.936924539,1,135,625,135,0
441944.936924539,1,135.600006103516,625,135.600006103516,0
441944.936924539,1,136.199996948242,625,136.199996948242,0
441944.936924539,1,136.800003051758,625,136.800003051758,0
441944.936924539,1,137.399993896484,625,137.399993896484,0
441944.936924539,1,138,625,138,0
441944.936924539,1,138.600006103516,625,138.600006103516,0
441944.936924539,1,139.199996948242,625,139.199996948242,0
441944.936924539,1,139.800003051758,625,139.800003051758,0
441944.936924539,1,140.399993896484,625,140.399993896484,0
478386.71887455,1,141,625,141,0
478386.71887455,1,141.600006103516,625,141.600006103516,0
478386.71887455,1,142.199996948242,625,142.199996948242,0
478386.71887455,1,142.800003051758,625,142.800003051758,0
478386.71887455,1,143.399993896484,625,143.399993896484,0
478386.71887455,1,144,625,144,0
478386.71887455,1,144.600006103516,625,144.600006103516,0
461582.614253108,1,145.199996948242,625,145.199996948242,0
461582.614253108,1,145.800003051758,625,145.800003051758,0
461582.614253108,1,146.399993896484,625,146.399993896484,0
461582.614253108,1,147,625,147,0
461582.614253108,1,147.600006103516,625,147.600006103516,0
461582.614253108,1,148.199996948242,625,148.199996948242,0
461582.614253108,1,148.800003051758,625,148.800003051758,0
461582.614253108,1,149.399993896484,625,149.399993896484,0
461582.614253108,1,150,625,150,0
461582.614253108,1,150.600006103516,625,150.600006103516,0
461582.614253108,1,151.199996948242,625,151.199996948242,0
461582.614253108,1,151.800003051758,625,151.800003051758,0
461582.614253108,1,152.399993896484,625,152.399993896484,0
461582.614253108,1,153,625,153,0
461582.614253108,1,153.600006103516,625,153.600006103516,0
461582.614253108,1,154.199996948242,625,154.199996948242,0
461582.614253108,1,154.800003051758,625,154.800003051758,0
461582.614253108,1,155.399993896484,625,155.399993896484,0
492132.489677876,1,156,625,156,0
492132.489677876,1,156.600006103516,625,156.600006103516,0
492132.489677876,1,157.199996948242,625,157.199996948242,0
492132.489677876,1,157.800003051758,625,157.800003051758,0
492132.489677876,1,158.399993896484,625,158.399993896484,0
492132.489677876,1,159,625,159,0
492132.489677876,1,159.600006103516,625,159.600006103516,0
471715.440082809,1,160.199996948242,625,160.199996948242,0
471715.440082809,1,160.800003051758,625,160.800003051758,0
471715.440082809,1,161.399993896484,625,161.399993896484,0
471715.440082809,1,162,625,162,0
471715.440082809,1,162.600006103516,625,162.600006103516,0
471715.440082809,1,163.199996948242,625,163.199996948242,0
471715.440082809,1,163.800003051758,625,163.800003051758,0
471715.440082809,1,164.399993896484,625,164.399993896484,0
471715.440082809,1,165,625,165,0
471715.440082809,1,165.600006103516,625,165.600006103516,0
471715.440082809,1,166.199996948242,625,166.199996948242,0
471715.440082809,1,166.800003051758,625,166.800003051758,0
471715.440082809,1,167.399993896484,625,167.399993896484,0
471715.440082809,1,168,625,168,0
471715.440082809,1,168.600006103516,625,168.600006103516,0
501733.328948241,1,169.199996948242,625,169.199996948242,0
501733.328948241,1,169.800003051758,625,169.800003051758,0
501733.328948241,1,170.399993896484,625,170.399993896484,0
501733.328948241,1,171,625,171,0
501733.328948241,1,171.600006103516,625,171.600006103516,0
501733.328948241,1,172.199996948242,625,172.199996948242,0
487240.447927431,1,172.800003051758,625,172.800003051758,0
487240.447927431,1,173.399993896484,625,173.399993896484,0
487240.447927431,1,174,625,174,0
487240.447927431,1,174.600006103516,625,174.600006103516,0
487240.447927431,1,175.199996948242,625,175.199996948242,0
487240.447927431,1,175.800003051758,625,175.800003051758,0
487240.447927431,1,176.399993896484,625,176.399993896484,0
487240.447927431,1,177,625,177,0
487240.447927431,1,177.600006103516,625,177.600006103516,0
487240.447927431,1,178.199996948242,625,178.199996948242,0
487240.447927431,1,178.800003051758,625,178.800003051758,0
487240.447927431,1,179.399993896484,625,179.399993896484,0
487240.447927431,1,180,625,180,0
487240.447927431,1,180.600006103516,625,180.600006103516,0
487240.447927431,1,181.199996948242,625,181.199996948242,0
517075.681827988,1,181.800003051758,625,181.800003051758,0
517075.681827988,1,182.399993896484,625,182.399993896484,0
517075.681827988,1,183,625,183,0
517075.681827988,1,183.600006103516,625,183.600006103516,0
517075.681827988,1,184.199996948242,625,184.199996948242,0
505154.952839541,1,184.800003051758,625,184.800003051758,0
505154.952839541,1,185.399993896484,625,185.399993896484,0
505154.952839541,1,186,625,186,0
505154.952839541,1,186.600006103516,625,186.600006103516,0
505154.952839541,1,187.199996948242,625,187.199996948242,0
505154.952839541,1,187.800003051758,625,187.800003051758,0
505154.952839541,1,188.399993896484,625,188.399993896484,0
505154.952839541,1,189,625,189,0
505154.952839541,1,189.600006103516,625,189.600006103516,0
505154.952839541,1,190.199996948242,625,190.199996948242,0
505154.952839541,1,190.800003051758,625,190.800003051758,0
505154.952839541,1,191.399993896484,625,191.399993896484,0
505154.952839541,1,192,625,192,0
505154.952839541,1,192.600006103516,625,192.600006103516,0
505154.952839541,1,193.199996948242,625,193.199996948242,0
505154.952839541,1,193.800003051758,625,193.800003051758,0
536558.827476517,1,194.399993896484,625,194.399993896484,0
536558.827476517,1,195,625,195,0
536558.827476517,1,195.600006103516,625,195.600006103516,0
536558.827476517,1,196.199996948242,625,196.199996948242,0
536558.827476517,1,196.800003051758,625,196.800003051758,0
528906.440516717,1,197.399993896484,625,197.399993896484,0
528906.440516717,1,198,625,198,0
528906.440516717,1,198.600006103516,625,198.600006103516,0
528906.440516717,1,199.199996948242,625,199.199996948242,0
528906.440516717,1,199.800003051758,625,199.800003051758,0
528906.440516717,1,200.399993896484,625,200.399993896484,0
528906.440516717,1,201,625,201,0
528906.440516717,1,201.600006103516,625,201.600006103516,0
528906.440516717,1,202.199996948242,625,202.199996948242,0
528906.440516717,1,202.800003051758,625,202.800003051758,0
528906.440516717,1,203.399993896484,625,203.399993896484,0
528906.440516717,1,204,625,204,0
528906.440516717,1,204.600006103516,625,204.600006103516,0
528906.440516717,1,205.199996948242,625,205.199996948242,0
528906.440516717,1,205.800003051758,625,205.800003051758,0
528906.440516717,1,206.399993896484,625,206.399993896484,0
528906.440516717,1,207,625,207,0
562642.755390885,1,207.600006103516,625,207.600006103516,0
562642.755390885,1,208.199996948242,625,208.199996948242,0
562642.755390885,1,208.800003051758,625,208.800003051758,0
561143.93946125,1,209.399993896484,625,209.399993896484,0
561143.93946125,1,210,625,210,0
561143.93946125,1,210.600006103516,625,210.600006103516,0
561143.93946125,1,211.199996948242,625,211.199996948242,0
561143.93946125,1,211.800003051758,625,211.800003051758,0
561143.93946125,1,212.399993896484,625,212.399993896484,0
561143.93946125,1,213,625,213,0
561143.93946125,1,213.600006103516,625,213.600006103516,0
561143.93946125,1,214.199996948242,625,214.199996948242,0
561143.93946125,1,214.800003051758,625,214.800003051758,0
561143.93946125,1,215.399993896484,625,215.399993896484,0
561143.93946125,1,216,625,216,0
561143.93946125,1,216.600006103516,625,216.600006103516,0
561143.93946125,1,217.199996948242,625,217.199996948242,0
561143.93946125,1,217.800003051758,625,217.800003051758,0
522302.330410502,1,218.399993896484,625,218.399993896484,0
522302.330410502,1,219,625,219,0
522302.330410502,1,219.600006103516,625,219.600006103516,0
522302.330410502,1,220.199996948242,625,220.199996948242,0
528731.166578355,1,220.800003051758,625,220.800003051758,0
575137.255224201,1,221.399993896484,625,221.399993896484,0
575137.255224201,1,222,625,222,0
575137.255224201,1,222.600006103516,625,222.600006103516,0
575137.255224201,1,223.199996948242,625,223.199996948242,0
575137.255224201,1,223.800003051758,625,223.800003051758,0
575137.255224201,1,224.399993896484,625,224.399993896484,0
575137.255224201,1,225,625,225,0
575137.255224201,1,225.600006103516,625,225.600006103516,0
575137.255224201,1,226.199996948242,625,226.199996948242,0
575137.255224201,1,226.800003051758,625,226.800003051758,0
575137.255224201,1,227.399993896484,625,227.399993896484,0
575137.255224201,1,228,625,228,0
575137.255224201,1,228.600006103516,625,228.600006103516,0
575137.255224201,1,229.199996948242,625,229.199996948242,0
575137.255224201,1,229.800003051758,625,229.800003051758,0
575137.255224201,1,230.399993896484,625,230.399993896484,0
575137.255224201,1,231,625,231,0
575137.255224201,1,231.600006103516,625,231.600006103516,0
609476.425908134,1,232.199996948242,625,232.199996948242,0
609476.425908134,1,232.800003051758,625,232.800003051758,0
609476.425908134,1,233.399993896484,625,233.399993896484,0
609476.425908134,1,234,625,234,0
609476.425908134,1,234.600006103516,625,234.600006103516,0
609476.425908134,1,235.199996948242,625,235.199996948242,0
609476.425908134,1,235.800003051758,625,235.800003051758,0
609476.425908134,1,236.399993896484,625,236.399993896484,0
609476.425908134,1,237,625,237,0
609476.425908134,1,237.600006103516,625,237.600006103516,0
609476.425908134,1,238.199996948242,625,238.199996948242,0
609476.425908134,1,238.800003051758,625,238.800003051758,0
609476.425908134,1,239.399993896484,625,239.399993896484,0
609476.425908134,1,240,625,240,0
609476.425908134,1,240.600006103516,625,240.600006103516,0
609476.425908134,1,241.199996948242,625,241.199996948242,0
611388.60030584,1,241.800003051758,625,241.800003051758,0
611388.60030584,1,242.399993896484,625,242.399993896484,0
697102.779636493,1,243,625,243,0
697102.779636493,1,243.600006103516,625,243.600006103516,0
697102.779636493,1,244.199996948242,625,244.199996948242,0
697102.779636493,1,244.800003051758,625,244.800003051758,0
697102.779636493,1,245.399993896484,625,245.399993896484,0
697102.779636493,1,246,625,246,0
697102.779636493,1,246.600006103516,625,246.600006103516,0
697102.779636493,1,247.199996948242,625,247.199996948242,0
697102.779636493,1,247.800003051758,625,247.800003051758,0
697102.779636493,1,248.399993896484,625,248.399993896484,0
697102.779636493,1,249,625,249,0
697102.779636493,1,249.600006103516,625,249.600006103516,0
697102.779636493,1,250.199996948242,625,250.199996948242,0
697102.779636493,1,250.800003051758,625,250.800003051758,0
697102.779636493,1,251.399993896484,625,251.399993896484,0
697102.779636493,1,252,625,252,0
697102.779636493,1,252.600006103516,625,252.600006103516,0
697102.779636493,1,253.199996948242,625,253.199996948242,0
697102.779636493,1,253.800003051758,625,253.800003051758,0
697102.779636493,1,254.399993896484,625,254.399993896484,0
697102.779636493,1,255,625,255,0
697102.779636493,1,255.600006103516,625,255.600006103516,0
724382.899138982,1,256.200012207031,625,256.200012207031,0
724382.899138982,1,256.799987792969,625,256.799987792969,0
724382.899138982,1,257.399993896484,625,257.399993896484,0
724382.899138982,1,258,625,258,0
724382.899138982,1,258.600006103516,625,258.600006103516,0
762496.991351714,1,259.200012207031,625,259.200012207031,0
755153.301589346,1,259.799987792969,625,259.799987792969,0
755153.301589346,1,260.399993896484,625,260.399993896484,0
709733.921198811,1,261,625,261,0
709733.921198811,1,261.600006103516,625,261.600006103516,0
709733.921198811,1,262.200012207031,625,262.200012207031,0
709733.921198811,1,262.799987792969,625,262.799987792969,0
709733.921198811,1,263.399993896484,625,263.399993896484,0
709733.921198811,1,264,625,264,0
709733.921198811,1,264.600006103516,625,264.600006103516,0
709733.921198811,1,265.200012207031,625,265.200012207031,0
709733.921198811,1,265.799987792969,625,265.799987792969,0
709733.921198811,1,266.399993896484,625,266.399993896484,0
709733.921198811,1,267,625,267,0
709733.921198811,1,267.600006103516,625,267.600006103516,0
709733.921198811,1,268.200012207031,625,268.200012207031,0
709733.921198811,1,268.799987792969,625,268.799987792969,0
709733.921198811,1,269.399993896484,625,269.399993896484,0
709733.921198811,1,270,625,270,0
709733.921198811,1,270.600006103516,625,270.600006103516,0
709733.921198811,1,271.200012207031,625,271.200012207031,0
654617.030756685,1,271.799987792969,625,271.799987792969,0
654617.030756685,1,272.399993896484,625,272.399993896484,0
654617.030756685,1,273,625,273,0
654617.030756685,1,273.600006103516,625,273.600006103516,0
654617.030756685,1,274.200012207031,625,274.200012207031,0
654617.030756685,1,274.799987792969,625,274.799987792969,0
654617.030756685,1,275.399993896484,625,275.399993896484,0
654617.030756685,1,276,625,276,0
668314.40307847,1,276.600006103516,625,276.600006103516,0
668314.40307847,1,277.200012207031,625,277.200012207031,0
668314.40307847,1,277.799987792969,625,277.799987792969,0
668314.40307847,1,278.399993896484,625,278.399993896484,0
668314.40307847,1,279,625,279,0
668314.40307847,1,279.600006103516,625,279.600006103516,0
668314.40307847,1,280.200012207031,625,280.200012207031,0
668314.40307847,1,280.799987792969,625,280.799987792969,0
668314.40307847,1,281.399993896484,625,281.399993896484,0
668314.40307847,1,282,625,282,0
668314.40307847,1,282.600006103516,625,282.600006103516,0
668314.40307847,1,283.200012207031,625,283.200012207031,0
644531.152689301,1,283.799987792969,625,283.799987792969,0
644531.152689301,1,284.399993896484,625,284.399993896484,0
644531.152689301,1,285,625,285,0
644531.152689301,1,285.600006103516,625,285.600006103516,0
644531.152689301,1,286.200012207031,625,286.200012207031,0
644531.152689301,1,286.799987792969,625,286.799987792969,0
644531.152689301,1,287.399993896484,625,287.399993896484,0
644531.152689301,1,288,625,288,0
644531.152689301,1,288.600006103516,625,288.600006103516,0
644531.152689301,1,289.200012207031,625,289.200012207031,0
644531.152689301,1,289.799987792969,625,289.799987792969,0
644531.152689301,1,290.399993896484,625,290.399993896484,0
644531.152689301,1,291,625,291,0
644531.152689301,1,291.600006103516,625,291.600006103516,0
598131.299801855,1,292.200012207031,625,292.200012207031,0
599399.263834958,1,292.799987792969,625,292.799987792969,0
599399.263834958,1,293.399993896484,625,293.399993896484,0
599399.263834958,1,294,625,294,0
599399.263834958,1,294.600006103516,625,294.600006103516,0
599399.263834958,1,295.200012207031,625,295.200012207031,0
647780.387393099,1,295.799987792969,625,295.799987792969,0
647780.387393099,1,296.399993896484,625,296.399993896484,0
647780.387393099,1,297,625,297,0
647780.387393099,1,297.600006103516,625,297.600006103516,0
647780.387393099,1,298.200012207031,625,298.200012207031,0
647780.387393099,1,298.799987792969,625,298.799987792969,0
647780.387393099,1,299.399993896484,625,299.399993896484,0
647780.387393099,1,300,625,300,0
647780.387393099,1,300.600006103516,625,300.600006103516,0
647780.387393099,1,301.200012207031,625,301.200012207031,0
647780.387393099,1,301.799987792969,625,301.799987792969,0
638022.157491512,1,302.399993896484,625,302.399993896484,0
638022.157491512,1,303,625,303,0
638022.157491512,1,303.600006103516,625,303.600006103516,0
638022.157491512,1,304.200012207031,625,304.200012207031,0
638022.157491512,1,304.799987792969,625,304.799987792969,0
638022.157491512,1,305.399993896484,625,305.399993896484,0
638022.157491512,1,306,625,306,0
596776.136157594,1,306.600006103516,625,306.600006103516,0
596776.136157594,1,307.200012207031,625,307.200012207031,0
596776.136157594,1,307.799987792969,625,307.799987792969,0
596776.136157594,1,308.399993896484,625,308.399993896484,0
596776.136157594,1,309,625,309,0
596776.136157594,1,309.600006103516,625,309.600006103516,0
596776.136157594,1,310.200012207031,625,310.200012207031,0
596776.136157594,1,310.799987792969,625,310.799987792969,0
606749.219212658,1,311.399993896484,625,311.399993896484,0
606749.219212658,1,312,625,312,0
606749.219212658,1,312.600006103516,625,312.600006103516,0
606749.219212658,1,313.200012207031,625,313.200012207031,0
606749.219212658,1,313.799987792969,625,313.799987792969,0
606749.219212658,1,314.399993896484,625,314.399993896484,0
606749.219212658,1,315,625,315,0
606749.219212658,1,315.600006103516,625,315.600006103516,0
606749.219212658,1,316.200012207031,625,316.200012207031,0
606749.219212658,1,316.799987792969,625,316.799987792969,0
606749.219212658,1,317.399993896484,625,317.399993896484,0
606749.219212658,1,318,625,318,0
606749.219212658,1,318.600006103516,625,318.600006103516,0
606749.219212658,1,319.200012207031,625,319.200012207031,0
598878.077387626,1,319.799987792969,625,319.799987792969,0
598878.077387626,1,320.399993896484,625,320.399993896484,0
598878.077387626,1,321,625,321,0
598878.077387626,1,321.600006103516,625,321.600006103516,0
598878.077387626,1,322.200012207031,625,322.200012207031,0
598878.077387626,1,322.799987792969,625,322.799987792969,0
628817.942319163,1,323.399993896484,625,323.399993896484,0
628817.942319163,1,324,625,324,0
628817.942319163,1,324.600006103516,625,324.600006103516,0
628817.942319163,1,325.200012207031,625,325.200012207031,0
628817.942319163,1,325.799987792969,625,325.799987792969,0
